polish,english,other,type
popychać,to push (repeated),,
popyt,demand,,
popłoch,panic,,
poranny,morning,,
porastać,to overgrow (repeated),,
porażka,failure,,
porosnąć,to overgrow (once),,
porowaty,porous,,
porozumienie,agreement/arrangement/understanding,,
porozumiewawczo,knowingly,,
porozumiewać się,to communicate (repeated),,
porozumieć się,to communicate (once),,
poruszenie,agitation/commotion,,
porwany,kidnapped,,
porwać,to kidnap (once),,
porwiesz (porwać),You will kidnap,,
porwę (porwać),I will kidnap,,
poryw,gust,,
porywacz,kidnapper,,
porywać,to kidnap (repeated),,
porywczy,impetuous/quick-tempered,,
porzucać,to abandon (repeated),,
porzucić,to abandon (once),,
porządek,order,,
porządny,neat/tidy,,
poród,delivery/childbirth,,
porównanie,comparison,,
porównawczy,comparative,,
porównać,to compare/equate (once),,
porównywać,to compare/equate (repeated),,
poręcz,handrail/railing/banister,,
posada,job/position,,
posag,dowry,,
posesja,(real) estate,,
posiadać,to own/possess,,
posiadłość,estate/property,,
posiedzenie,session/sitting,,
posiekać,to chop (once),,
posiniaczyć,to bruise (once),,
posiłek,meal,,
poskarżyć się na kogoś/coś,to complain about somebody/something (once),,
posmarować,to spread/rub/grease/smear (once),,
pospolity,common/crude/coarse,,
postanawiać,to decide (repeated),,
postanowienie,decision,,
postanowić,to decide (once),,
postawa,posture/stance/attitude,,
postać,figure/form,,
posterunek,police/fire station,,
postradać,to lose/forfeit,,
postronek,cord/tether,,
postój,stopover/stop-off,,
postąpić,to act/proceed (once),,
postęp,progress,,
postępować,to act/proceed (repeated),,
posunąć się,to progress/advance (once),,
posuwać się,to progress/advance (repeated),,
posypać,to sprinkle (once),,
posypiesz (posypać),You will sprinkle,,
posypię (posypać),I will sprinkle,,
posypywać,to sprinkle (repeated),,
posyłka,dogsbody/gofer,,
poszczególny,individual/particular,,
poszczęścić się,to be lucky,,
poszerzać,to broaden/widen/expand (repeated),,
poszerzyć,to broaden/widen/expand (once),,
poszkodowany,victim/casualty,,
poszlaka,clue,,
poszukiwany,sought-after,,
posępny,gloomy/bleak/sombre,,
posłanie,bedding,,
posługiwać się czymś,to make use of something (repeated),,
posłuszny,obedient,,
posłużyć się czymś,to make use of something (once),,
potas,potassium,,
potentat,mogul/tycoon/magnate,,
potknąć się,to stumble/trip (once),,
potoczny,colloquial/informal,,
potoczyć się,to roll/trundle/wheel (once),,
potok,stream/brook/flow/torrent,,
potomek,descendent,,
potomstwo,offspring,,
potrafić,"to know how, to be able",,
potraktować,to treat/handle (once),,
potrawa,dish (of food),,
potrzeba,need,,
potrzeć,to rub (once),,
potrząsać,to shake something (repeated),,
potrząsnąć,to shake something (once),,
potrząsnę (potrząsnąć),I will shake something,,
potrząśniesz (potrząsnąć),You will shake something,,
potwierdzać,to confirm (repeated),,
potwierdzić,to confirm (once),,
potykać się,to stumble/trip (repeated),,
potęga,(a) force/power,,
potępiać,to condemn (repeated),,
potępić,to condemn (once),,
potężny,mighty/powerful,,
potłuc,to shatter (once),,
potłuczony,shattered,,
powaga,seriousness/gravity,,
powalać,to fell/floor/deck (repeated),,
powalić,to fell/floor/deck (once),,
poważny,serious,,
powiadamiać,to notify (repeated),,
powiadomić,to notify (once),,
powiać,to blow/flutter/wave (once),,
powiedz (powiedzieć),Speak! (once),,
powiedzą (powiedzieć),They will say,,
powieka,eyelid,,
powiem (powiedzieć),I will say,,
powierzchnia,surface/area,,
powierzchowność,superficiality,,
powietrze,fresh/open air,,
powiewać,to blow/flutter/wave (repeated),,
powikłanie,difficulty/complication,,
powinien,He should,,
powinienem,I should (m),,
powinieneś,You should (m),,
powinna,She should,,
powinnam,I should (f),,
powinnaś,You should (f),,
powinni,They should (m),,
powinniście,You (plural) should (m),,
powinniśmy,We should (m),,
powinno,It should,,
powinny,They should (f),,
powinnyście,You (plural) should (f),,
powinnyśmy,We should (f),,
powitanie,welcome,,
powiększać,to extend/enlarge (repeated),,
powiększyć,to extend/enlarge (once),,
powodować,to cause I (repeated),,
powodzenie,success/luck,,
powołać do wojska,to conscript (once),,
powoływać do wojska,to conscript (repeated),,
powrotny,return,,
powrót,return,,
powstanie,creation or revolt,,
powstawać,to come into being (repeated),,
powstać,to come into being (once),,
powstrzymać,to refrain (once),,
powstrzymywać,to refrain (repeated),,
powszechny,prevailing/prevalent/common,,
powtarzać,to repeat/revise/review (repeated),,
powtórzysz (powtórzyć),You will repeat,,
powtórzyć,to repeat/revise/review (once),,
powtórzę (powtórzyć),I will repeat,,
powyższy,preceeding/above,,
powód,reason,,
powódź,flood,,
powąchać,to smell/sniff (once),,
poza tym,anyway/besides,,
pozalekcyjny,after-school,,
pozaziemski,"alien (as in, extra-terrestrial)",,
pozbawiać,to deprive (repeated),,
pozbawiony,lacking,,
pozbawić,to deprive (once),,
pozbywać się,to rid oneself of (repeated),,
pozbyć się,to rid oneself of (once),,
pozbędziesz się (pozbyć się),You will rid yourself of,,
pozbędę się (pozbyć się),I will rid myself of,,
pozew,(law) suit,,
poznajesz (poznawać),You are meeting,,
poznaję (poznawać),I am meeting,,
poznawać,"to meet, to get to know (repeated)",,
poznać,"to meet, to get to know (once)",,
pozornie,seemingly/ostensibly,,
pozostawiać,to leave behind II (repeated),,
pozostawić,to leave behind II (once),,
pozostały,remaining,,
pozować,to pose,,
pozwalać,to allow (repeated),,
pozwać kogoś do sądu,to take somebody to court (once),,
pozwolenie,permit,,
pozwolić,to allow (once),,
pozywać kogoś do sądu,to take somebody to court (repeated),,
pozór,appearance/pretence,,
połaskotać,to tickle (once),,
połknąć,to swallow (once),,
połowa,half/middle,,
położenie,position/situation/location,,
położna,midwife,,
położony,situated,,
położyć,to lay (once),,
położyć czemuś kres,to put an end to something,,
południe,south,,
połykać,to swallow (repeated),,
połyskiwać,to glisten/shimmer,,
połów,fishing/catch,,
połączyć,to connect/combine (once),,
pościel,bedding/linen,,
pościelić,to make the bed (once),,
pościg,pursuit,,
pośladek,buttock,,
pośmiewisko,laughing stock,,
pośpiech,haste/rush,,
pośpieszny,hasty,,
pośpieszyć,to hurry/rush (once),,
pośrednik,middleman/mediator/agent,,
poświata,(after) glow or shine,,
poświęcać,to sacrifice (repeated),,
poświęcić,to sacrifice (once),,
pożar,fire,,
pożarty,gobbled,,
pożałować,to regret (once),,
pożegnanie,farewell/parting,,
pożegnać,to say farewell (once),,
pożerać,"to devour, to gobble up (repeated)",,
pożreć,"to devour, to gobble up (once)",,
pożyczać,to borrow/lend (repeated),,
pożyczka,loan,,
pożyczyć,to borrow/lend (once),,
pożyteczny,beneficial,,
pożywienie,nourishment,,
pożądany,desired/desirable,,
pożądać,to desire,,
pożądliwy,lustful,,
pracowity,hard-working,,
pragnąć,to desire (repeated),,
praktyka,practice,,
prasować,to press/iron (repeated),,
prastary,primeval,,
praszczur,(first) ancestor,,
prawa strona,right side,,
prawdopodobieństwo,probability,,
prawdopodobny,probable,,
prawicowy,right-wing,,
prawowity,rightful/lawful/legal,,
prać,to launder (repeated),,
premia,bonus,,
pretensja,complaint I,,
proca,catapult,,
proch,gunpowder,,
producent,manufacturer/producer,,
projektant,designer,,
prom,ferry,,
promienieć,to beam,,
promieniotwórczość,radioactivity,,
promieniować,to radiate,,
proponować,to propose (repeated),,
prostokąt,rectangle,,
prostokątny,rectangular,,
prostota,simplicity,,
prostować,to straighten (out) (repeated),,
prosty,straight(forward)/simple,,
proszek,powder,,
prowiant,(food) provisions,,
prośba,request,,
prychać,to snort (repeated),,
prychnąć,to snort (once),,
pryszczaty,spotty/pimply,,
przebaczenie,forgiveness,,
przebiec,to run across (once),,
przebieg,course/route,,
przebiegać,to run across (repeated),,
przebiegniesz (przebiec),You will run across,,
przebiegnę (przebiec),I will run across,,
przebieralnia,changing room,,
przebrnąć,to wade/trudge (once),,
przebywać,to go through (repeated),,
przebyć,to go through (once),,
przecena,price reduction,,
przechodzień,passer-by,,
przechodzić,to cross (repeated),,
przechować,to keep/store (once),,
przechowywać,to keep/store (repeated),,
przeciek,leak,,
przecier,purée,,
przecinać,to cut II (repeated),,
przeciwieństwo,opposition/contrast,,
przeciwniczka,opponent (female),,
przeciwnik,opponent (male),,
przeciwność,adversity,,
przeciwny,opposite I,,
przeciąć,to cut II (once),,
przeciętność,mediocrity,,
przeciętny,mediocre,,
przecznica,turn/block,,
przeczący,negative,,
przed(e),"before, in front, first (in order)",,
przeddzień,the eve of,,
przedmieście,suburb,,
przedmiot,object/subject (e.g. history),,
przedni,front/forward/superior,,
przedpłata,down/advance payment,,
przedrzeć się przez coś,to struggle through something (once),,
przedsiębiorca,entrepreneur,,
przedsiębiorstwo,enterprise,,
przedsięwzięcie,undertaking/venture,,
przedstawiać,to present (repeated),,
przedstawiciel,representative/agent,,
przedstawienie,performance/show,,
przedstawiony,introduced/depicted,,
przedstawić,to present (once),,
przedwczoraj,the day before yesterday,,
przedyskutować,to discuss (once),,
przedział,train compartment,,
przedzierać się przez coś,to struggle through something (repeated),,
przegapiać,to miss (repeated),,
przegapić,to miss (once),,
przegląd,review or round-up,,
przeglądać,to skim over (repeated),,
przegrać,to lose (once),,
przegrywać,to lose (repeated),,
przegub,joint/wrist,,
przejaw,manifestation/sign/expression,,
przejażdżka,a drive/ride II (e.g. car/bike),,
przejezdny,passer-by/passer-through,,
przejmować,to take over (repeated),,
przejmujący,piercing/biting,,
przejrzeć,to skim over (once),,
przejąć,to take over (once),,
przejście,crossing/passage I,,
przejściowy,transitional/transient/temporary,,
przejść,to cross (once),,
przekaz (pieniężny),(money) order,,
przekazać,"to hand over, to pass on (once)",,
przekazywać,"to hand over, to pass on (repeated)",,
przekaźnik,relay,,
przeklęty,cursed/damn/bloody,,
przekomarzać się,to banter,,
przekonanie,belief/conviction,,
przekonać,to convince (once),,
przekonywać,to convince (repeated),,
przekraczać,to cross/exceed (repeated),,
przekroczyć,to cross/exceed (once),,
przekroisz (przekroić),You will cut in half,,
przekroić,to cut in half (once),,
przekroję (przekroić),I will cut in half,,
przekrój (przekroić),Cut in half! (once),,
przekręcać,to turn/rotate (repeated),,
przekręcić,to turn/rotate (once),,
przekształcać,to reshape (repeated),,
przekształcić,to reshape (once),,
przekąska,snack,,
przekłuwać,to prick/pierce (repeated),,
przekłuć,to prick/pierce (once),,
przelać pieniądze,to transfer money (once),,
przelewać pieniądze,to transfer money (repeated),,
przemakać,to get soaked (repeated),,
przemierzać,to traverse/cover (repeated),,
przemierzyć,to traverse/cover (once),,
przemknąć,to flit/sneak (once),,
przemoc,violence,,
przemoknięty,soaked/drenched,,
przemoknąć,to get soaked (once),,
przemycać,to smuggle (repeated),,
przemycić,to smuggle (once),,
przemykać,to flit/sneak (repeated),,
przemysł,industry,,
przemówienie,speech,,
przemęczać,to strain (repeated),,
przemęczyć,to strain (once),,
przenikać,to penetrate (repeated),,
przenikliwy,penetrating,,
przeniknąć,to penetrate (once),,
przenocować,to spend/stay the night (once),,
przeobrazić się w kogoś/coś,to be transformed into somebody/something (once),,
przeobrażać się w kogoś/coś,to be transformed into somebody/something (repeated),,
przeoczyć,to overlook,,
przepastny,cavernous,,
przepaść,precipice/chasm/gulf/abyss,,
przepis,recipe,,
przeplatać,to intersperse/intermingle (repeated),,
przepleść,to intersperse/intermingle (once),,
przepowiednia,prophecy/prediction,,
przeprawa,crossing/passage II,,
przeprowadzać,to perform/conduct (repeated),,
przeprowadzać się,to relocate oneself (repeated),,
przeprowadzić,to perform/conduct (once),,
przeprowadzić się,to relocate oneself (once),,
przeprowadzka,move/removal,,
przepływ,flow,,
przeraźliwy,piercing/horrible,,
przerażający,terrifying/horrifying,,
przerażony,terrified,,
przerwa,break,,
przerwać,to interupt/discontinue (once),,
przerwiesz (przerwać),You will interupt/discontinue,,
przerwę (przerwać),I will interupt/discontinue,,
przerywać,to interupt/discontinue (repeated),,
przesada,exaggeration,,
przesadzać,to exaggerate (repeated),,
przesadzić,to exaggerate (once),,
przesiadać się,to change seats (repeated),,
przesilenie,solstice/crisis,,
przesiąkać,to soak through (repeated),,
przesiąknąć,to soak through (once),,
przesiąść się,to change seats (once),,
przestarzały,outdated/obsolete,,
przestawać,to stop doing (repeated),,
przestać,to stop doing (once),,
przestraszać się,to be frightened (repeated),,
przestraszyć się,to be frightened (once),,
przestrzeń,space/clearance,,
przestępca,criminal,,
przestępstwo,crime,,
przesuniesz (przesunąć),You will move/shift,,
przesunąć,to move/shift (once),,
przesunę (przesunąć),I will move/shift,,
przesuwać,to move/shift (repeated),,
przesyłka,consignment/parcel,,
przeszkadzać,to disturb (repeated),,
przeszkoda,obstacle,,
przeszkodzić,to disturb (once),,
przeszywać,to pierce (repeated),,
przeszyć,to pierce (once),,
przesąd,superstition,,
przesądzać,to prejudge (repeated),,
przesądzić,to prejudge (once),,
przesłaniać,to eclipse/occlude (repeated),,
przesłanie,message,,
przesłonić,to eclipse/occlude (once),,
przesłuchać,to interrogate/question (once),,
przesłuchiwać,to interrogate/question (repeated),,
przetrwać,to survive I,,
przetwarzać,to process/convert (repeated),,
przetworzyć,to process/convert (once),,
przewaga,advantage/superiority,,
przeważnie,mostly,,
przewidywać,to predict/forecast/foresee (repeated),,
przewidzieć,to predict/forecast/foresee (once),,
przewijać,to fast-forward/rewind (repeated),,
przewinąć,to fast-forward/rewind (once),,
przewiązać,to tie up (once),,
przewiązywać,to tie up (repeated),,
przewrotny,perverse/deceitful/treacherous,,
przewód,electronic wire,,
przeziębiony,having a cold,,
przeznaczać,to destine (repeated),,
przeznaczyć,to destine (once),,
przezorny,cautious/far-sighted/provident,,
przezroczysty,transparent,,
przezwyciężać,to overcome (repeated),,
przezwyciężyć,to overcome (once),,
przełom,breakthrough,,
przełożony,boss/supervisor/superior,,
przełęcz,(mountain) pass,,
prześladować,to oppress/persecute,,
przeświadczenie,conviction,,
prześwidrować,to drill/bore (once),,
przeświecać,to shine through,,
przeżywać,to live through or experience (repeated),,
przeżyć,to live through or experience (once),,
przodek,ancestor,,
przybierać na czymś,to gain in something (repeated),,
przybory,gear/utensils/accessories,,
przybrany,adoptive/foster,,
przybrać na czymś,to gain in something (once),,
przybysz,newcomer,,
przybywać,to arrive/increase (repeated),,
przybyć,to arrive/increase (once),,
przychodnia,health centre,,
przychodzić,to come/arrive (on foot) (repeated),,
przychylny,sympathetic/favourable,,
